,Customer Name,Project,Worked Date,Task or Ticket Title,Resource Name,Billable Hours,Hourly Billing Rate,Extended Price,Detailed Customer Category
3472,Old Paper,File Share Discovery,2024-05-09 00:00:00,Technical Consultant,EA,0.5,200,100,Commercial/Corporate
3473,Old Paper,File Share Discovery,2024-05-21 00:00:00,Technical Consultant,EA,1.5,200,300,Commercial/Corporate
3474,Old Paper,File Share Discovery,2024-05-22 00:00:00,Technical Consultant,EA,2,200,400,Commercial/Corporate
3475,Old Paper,File Share Discovery,2024-06-06 00:00:00,Technical Consultant,EA,0.5,200,100,Commercial/Corporate
3476,Old Paper,File Share Discovery,2024-07-01 00:00:00,Technical Consultant,EA,2,200,400,Commercial/Corporate
3477,Old Paper,File Share Phase 2,2024-08-21 00:00:00,Technical Consultant,EA,2.5,225,562.5,Commercial/Corporate
3478,Old Paper,File Share Phase 2,2024-08-26 00:00:00,Technical Consultant,EA,0.5,225,112.5,Commercial/Corporate
3479,Old Paper,File Share Phase 2,2024-08-27 00:00:00,Technical Consultant,EA,0.5,225,112.5,Commercial/Corporate
3480,Old Paper,File Share Phase 2,2024-08-28 00:00:00,Technical Consultant,EA,0.5,225,112.5,Commercial/Corporate
3481,Old Paper,File Share Phase 2,2024-08-31 00:00:00,Technical Consultant,EA,1,225,225,Commercial/Corporate
3482,Langley,Redwoods Migration,2024-06-11 00:00:00,Technical Consultant,DN,2,225,450,Government/Municipality
3483,Langley,Redwoods Migration,2024-06-17 00:00:00,Technical Consultant,DN,1,225,225,Government/Municipality
3484,Langley,Redwoods Migration,2024-08-06 00:00:00,Technical Consultant,EA,2.5,225,562.5,Government/Municipality
3485,Langley,Redwoods Migration,2024-08-08 00:00:00,Technical Consultant,EA,2.5,225,562.5,Government/Municipality
3486,Langley,Redwoods Migration,2024-08-20 00:00:00,Technical Consultant,EA,1,225,225,Government/Municipality
3487,Langley,Redwoods Migration,2024-08-22 00:00:00,Technical Consultant,EA,0.5,225,112.5,Government/Municipality
3488,Langley,Redwoods Migration,2024-08-28 00:00:00,Technical Consultant,EA,1.5,225,337.5,Government/Municipality
3489,Langley,Redwoods Migration,2024-09-20 00:00:00,Technical Consultant,EA,1,225,225,Government/Municipality
3490,Langley,Redwoods Migration,2024-09-23 00:00:00,Technical Consultant,EA,0.5,225,112.5,Government/Municipality
3491,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-08 00:00:00,Technical Architect,Bingo,3,200,600,Education Sector
3492,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-09 00:00:00,Technical Architect,Bingo,3,200,600,Education Sector
3493,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-10 00:00:00,Technical Architect,Bingo,4,200,800,Education Sector
3494,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-15 00:00:00,Technical Architect,Bingo,5,200,1000,Education Sector
3495,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-16 00:00:00,Technical Architect,Bingo,1,200,200,Education Sector
3496,TheCollege ,Email Security Configuration,2024-01-17 00:00:00,Email Security Configuration,KC,1,200,200,Education Sector
3497,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-22 00:00:00,Technical Architect,Bingo,1,200,200,Education Sector
3498,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-23 00:00:00,Technical Architect,Bingo,1,200,200,Education Sector
3499,TheCollege ,Intune Managed Windows Kiosk Mode,2024-01-24 00:00:00,Technical Architect,Bingo,1,200,200,Education Sector
3500,TheCollege ,Mobile Device Management with Intune,2024-02-09 00:00:00,Project Coordination,TJ,1,175,175,Education Sector
3501,TheCollege ,Mobile Device Management with Intune,2024-02-09 00:00:00,Technical Architect,Contractor,1,225,225,Education Sector
3502,TheCollege ,Mobile Device Management with Intune,2024-02-12 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3503,TheCollege ,Mobile Device Management with Intune,2024-02-13 00:00:00,Technical Architect,Contractor,4,225,900,Education Sector
3504,TheCollege ,Mobile Device Management with Intune,2024-02-14 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3505,TheCollege ,Mobile Device Management with Intune,2024-02-15 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3506,TheCollege ,Mobile Device Management with Intune,2024-02-20 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3507,TheCollege ,Email Security Configuration,2024-02-22 00:00:00,Email Security Configuration,KC,0.75,200,150,Education Sector
3508,TheCollege ,Mobile Device Management with Intune,2024-02-25 00:00:00,Technical Architect,Contractor,5,225,1125,Education Sector
3509,TheCollege ,Mobile Device Management with Intune,2024-02-26 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3510,TheCollege ,Mobile Device Management with Intune,2024-02-27 00:00:00,Technical Architect,Contractor,6,225,1350,Education Sector
3511,TheCollege ,Mobile Device Management with Intune,2024-02-28 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3512,TheCollege ,Mobile Device Management with Intune,2024-02-29 00:00:00,Technical Architect,Contractor,0.5,225,112.5,Education Sector
3513,TheCollege ,MIM Support,2024-03-01 00:00:00,MIM Support,BM,3,175,525,Education Sector
3514,TheCollege ,Mobile Device Management with Intune,2024-03-12 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3515,TheCollege ,Mobile Device Management with Intune,2024-03-13 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3516,TheCollege ,Mobile Device Management with Intune,2024-03-19 00:00:00,Technical Architect,Contractor,3,225,675,Education Sector
3517,TheCollege ,Mobile Device Management with Intune,2024-03-21 00:00:00,Technical Architect,Contractor,1,225,225,Education Sector
3518,TheCollege ,Mobile Device Management with Intune,2024-03-25 00:00:00,Technical Architect,Contractor,3.5,225,787.5,Education Sector
3519,TheCollege ,Mobile Device Management with Intune,2024-03-28 00:00:00,Technical Architect,Contractor,4,225,900,Education Sector
3520,TheCollege ,Mobile Device Management with Intune,2024-03-29 00:00:00,Technical Architect,Contractor,6,225,1350,Education Sector
3521,TheCollege ,Mobile Device Management with Intune,2024-04-01 00:00:00,Technical Architect,Contractor,3,225,675,Education Sector
3522,TheCollege ,Mobile Device Management with Intune,2024-04-02 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3523,TheCollege ,Mobile Device Management with Intune,2024-04-15 00:00:00,Technical Architect,Contractor,1,225,225,Education Sector
3524,TheCollege ,Mobile Device Management with Intune,2024-10-24 00:00:00,Technical Architect,Contractor,2,225,450,Education Sector
3525,Support,Application to Entra ID,2024-11-14 00:00:00,Support for migrating Kaltura Application to Entra ID,BM,1,225,225,Other
3526,Support,Application to Entra ID,2024-11-18 00:00:00,Support for migrating Kaltura Application to Entra ID,BM,1,225,225,Other
3527,Support,Application to Entra ID,2024-11-19 00:00:00,Support for migrating Kaltura Application to Entra ID,BM,1,225,225,Other
3528,Support,Application to Entra ID,2024-11-20 00:00:00,Support for migrating Kaltura Application to Entra ID,BM,1,225,225,Other
3529,Support,Application to Entra ID,2024-11-27 00:00:00,Support for migrating Kaltura Application to Entra ID,BM,1,225,225,Other
3530,Y.University,Active Directory Ad-hoc support,2024-01-31 00:00:00,AD Support,GO,5,215,1075,Education Sector
3531,Y.University,Active Directory Ad-hoc support,2024-03-08 00:00:00,AD Support,KC,1,215,215,Education Sector
3532,Y.University,VMware Support,2024-04-10 00:00:00,Powershell,BM,1,225,225,Education Sector
3533,Y.University,VMware Support,2024-04-30 00:00:00,Powershell,BM,2,225,450,Education Sector
3534,Y.University,VMware Support,2024-05-03 00:00:00,Technical Architect,Contractor,0.5,215,107.5,Education Sector
3535,Y.University,VMware Support,2024-05-13 00:00:00,Technical Architect,Contractor,0.5,215,107.5,Education Sector
3536,Y.University,VMware Support,2024-05-14 00:00:00,Technical Architect,Contractor,0.5,215,107.5,Education Sector
3537,Y.University,VMware Support,2024-05-15 00:00:00,Technical Architect,Contractor,0.5,215,107.5,Education Sector
3538,Y.University,VMware Support,2024-05-16 00:00:00,Technical Architect,Contractor,0.5,215,107.5,Education Sector
3539,Y.University,VMware Support,2024-05-17 00:00:00,Technical Architect,Contractor,0.5,215,107.5,Education Sector
3540,Y.University,VMware Support,2024-05-20 00:00:00,Technical Architect,Contractor,0.75,215,161.25,Education Sector
3541,Y.University,VMware Support,2024-05-21 00:00:00,Technical Architect,Contractor,1,215,215,Education Sector
3542,Y.University,VMware Support,2024-05-22 00:00:00,Technical Architect,Contractor,1,215,215,Education Sector
3543,Y.University,VMware Support,2024-05-23 00:00:00,Technical Architect,Contractor,1,215,215,Education Sector
3544,Y.University,VMware Support,2024-05-24 00:00:00,Technical Architect,Contractor,1,215,215,Education Sector
3545,Y.University,VMware Support,2024-05-27 00:00:00,Technical Architect,Contractor,1,215,215,Education Sector
3546,Y.University,VMware Support,2024-05-28 00:00:00,Technical Architect,Contractor,1,215,215,Education Sector
3547,Y.University,VMware Support,2024-05-29 00:00:00,Technical Architect,Contractor,1.25,215,268.75,Education Sector
3548,Y.University,VMware Support,2024-05-30 00:00:00,Technical Architect,Contractor,1.5,215,322.5,Education Sector
3549,Y.University,VMware Support,2024-05-31 00:00:00,Technical Architect,Contractor,1.5,215,322.5,Education Sector
3550,Macroservice,RGF Wealth – SharePoint Support,2023-02-06 00:00:00,Macroservice - RGF Wealth – SharePoint Support,GO,4,162.5,650,Commercial/Corporate
3551,Macroservice,Dataverse,2023-06-27 00:00:00,Technical Architect,GO,0.5,162.5,81.25,Commercial/Corporate
3552,Macroservice,Dataverse,2023-06-29 00:00:00,Technical Architect,GO,4,162.5,650,Commercial/Corporate
3553,Macroservice,Dataverse,2023-06-30 00:00:00,Technical Architect,GO,6,162.5,975,Commercial/Corporate
3554,Macroservice,SharePoint Knowledge Transfer,2023-07-03 00:00:00,Sr Consultant - Macroservice Agreement,MF,4,162.5,650,Commercial/Corporate
3555,Macroservice,SharePoint Knowledge Transfer,2023-07-04 00:00:00,Sr Consultant - Macroservice Agreement,MF,4,162.5,650,Commercial/Corporate
3556,Macroservice,Dataverse,2023-07-05 00:00:00,Technical Architect,GO,1.5,162.5,243.75,Commercial/Corporate
3557,Macroservice,SharePoint Knowledge Transfer,2023-07-05 00:00:00,Sr Consultant - Macroservice Agreement,MF,4,162.5,650,Commercial/Corporate
3558,Macroservice,SharePoint Knowledge Transfer,2023-07-06 00:00:00,Sr Consultant - Macroservice Agreement,MF,4,162.5,650,Commercial/Corporate
3559,Macroservice,SharePoint Knowledge Transfer,2023-07-10 00:00:00,Sr Consultant - Macroservice Agreement,MF,8,162.5,1300,Commercial/Corporate
3560,Macroservice,SharePoint Knowledge Transfer,2023-07-11 00:00:00,Sr Consultant - Macroservice Agreement,MF,4,162.5,650,Commercial/Corporate
3561,Macroservice,SharePoint Knowledge Transfer,2023-07-12 00:00:00,Sr Consultant - Macroservice Agreement,MF,4,162.5,650,Commercial/Corporate
3562,Macroservice,Dataverse,2023-07-14 00:00:00,Technical Architect,GO,5,162.5,812.5,Commercial/Corporate
3563,Macroservice,Dataverse,2023-07-18 00:00:00,Technical Architect,GO,1,162.5,162.5,Commercial/Corporate
3564,Macroservice,Dataverse,2023-07-25 00:00:00,Technical Architect,GO,4,162.5,650,Commercial/Corporate
3565,Macroservice,Dataverse,2023-07-26 00:00:00,Technical Architect,GO,1,162.5,162.5,Commercial/Corporate
3566,Macroservice,Dataverse,2023-07-27 00:00:00,Technical Architect,GO,2,162.5,325,Commercial/Corporate
3567,Macroservice,Dataverse,2023-07-28 00:00:00,Technical Architect,GO,4,162.5,650,Commercial/Corporate
3568,Macroservice,Dataverse,2023-07-31 00:00:00,Technical Architect,GO,5,162.5,812.5,Commercial/Corporate
3569,Macroservice,Dataverse,2023-08-10 00:00:00,Technical Architect,BM,2,162.5,325,Commercial/Corporate
3570,Macroservice,Dataverse,2023-08-11 00:00:00,Technical Architect,GO,8,162.5,1300,Commercial/Corporate
3571,Macroservice,Dataverse,2023-08-11 00:00:00,Technical Architect,BM,2,162.5,325,Commercial/Corporate
3572,Macroservice,Dataverse,2023-08-14 00:00:00,Technical Architect,GO,6,162.5,975,Commercial/Corporate
3573,Macroservice,SharePoint Knowledge Transfer,2023-08-14 00:00:00,Sr Consultant - Macroservice Agreement,GO,2,162.5,325,Commercial/Corporate
3574,Macroservice,Dataverse,2023-08-15 00:00:00,Technical Architect,GO,2,162.5,325,Commercial/Corporate
3575,Macroservice,SharePoint Knowledge Transfer,2023-08-15 00:00:00,Sr Consultant - Macroservice Agreement,GO,2,162.5,325,Commercial/Corporate
3576,Macroservice,Dataverse,2023-08-16 00:00:00,Technical Architect,GO,4,162.5,650,Commercial/Corporate
3577,Macroservice,SharePoint Knowledge Transfer,2023-08-16 00:00:00,Sr Consultant - Macroservice Agreement,GO,1,162.5,162.5,Commercial/Corporate
3578,Macroservice,Dataverse,2023-08-17 00:00:00,Technical Architect,GO,5,162.5,812.5,Commercial/Corporate
3579,Macroservice,SharePoint Knowledge Transfer,2023-08-28 00:00:00,Sr Consultant - Macroservice Agreement,GO,6,162.5,975,Commercial/Corporate
3580,Macroservice,SharePoint Knowledge Transfer,2023-08-29 00:00:00,Sr Consultant - Macroservice Agreement,GO,6,162.5,975,Commercial/Corporate
3581,Macroservice,SharePoint Knowledge Transfer,2023-08-30 00:00:00,Sr Consultant - Macroservice Agreement,GO,6,162.5,975,Commercial/Corporate
3582,Macroservice,SharePoint Knowledge Transfer,2023-08-31 00:00:00,Sr Consultant - Macroservice Agreement,GO,10,162.5,1625,Commercial/Corporate
3583,Macroservice,Enhancements to Site Creation App and Scripts,2023-12-26 00:00:00,Consultant,GO,5,175,875,Commercial/Corporate
3584,Macroservice,Enhancements to Site Creation App and Scripts,2023-12-27 00:00:00,Consultant,GO,10,175,1750,Commercial/Corporate
3585,FarAwayMining,Intune POC,2023-04-02 00:00:00,Technical Architect,Contractor,2,215,430,Commercial/Corporate
3586,FarAwayMining,Intune POC,2023-04-03 00:00:00,Technical Architect,Contractor,2,215,430,Commercial/Corporate
3587,FarAwayMining,Intune POC,2023-04-05 00:00:00,Technical Architect,Contractor,3,215,645,Commercial/Corporate
3588,FarAwayMining,Intune POC,2023-04-08 00:00:00,Technical Architect,Contractor,6,215,1290,Commercial/Corporate
3589,FarAwayMining,Intune POC,2023-04-09 00:00:00,Technical Architect,Contractor,2,215,430,Commercial/Corporate
3590,FarAwayMining,Intune POC,2023-04-10 00:00:00,Technical Architect,Contractor,8,215,1720,Commercial/Corporate
3591,FarAwayMining,Intune POC,2023-05-19 00:00:00,Technical Architect,Contractor,1,215,215,Commercial/Corporate
3592,FarAwayMining,Intune POC,2023-05-24 00:00:00,Technical Architect,Contractor,2.5,215,537.5,Commercial/Corporate
3593,State Library,M365 Migration Project,2023-01-03 00:00:00,Workload Migration Planning,EA,2,187.5,375,Government/Municipality
3594,State Library,M365 Migration Project,2023-01-04 00:00:00,Workload Migration Planning,EA,1,187.5,187.5,Government/Municipality
3595,State Library,M365 Migration Project,2023-01-11 00:00:00,Support and Assistance,KC,0.75,187.5,140.63,Government/Municipality
3596,State Library,M365 Migration Project,2023-01-12 00:00:00,Support and Assistance,KC,0.25,187.5,46.88,Government/Municipality
3597,State Library,M365 Migration Project,2023-01-17 00:00:00,Support and Assistance,KC,0.5,187.5,93.75,Government/Municipality
3598,State Library,M365 Migration Project,2023-01-19 00:00:00,Workload Migration Planning,EA,1,187.5,187.5,Government/Municipality
3599,State Library,M365 Migration Project,2023-01-20 00:00:00,Workload Migration Planning,EA,2,187.5,375,Government/Municipality
3600,State Library,M365 Migration Project,2023-01-24 00:00:00,Knowledge Transfer/Administration Workshops,EA,1,187.5,187.5,Government/Municipality
3601,State Library,M365 Migration Project,2023-02-01 00:00:00,Knowledge Transfer/Administration Workshops,EA,1,187.5,187.5,Government/Municipality
3602,State Library,M365 Migration Project,2023-02-03 00:00:00,Knowledge Transfer/Administration Workshops,EA,0.5,187.5,93.75,Government/Municipality
3603,State Library,M365 Migration Project,2023-02-15 00:00:00,Support and Assistance,KC,0.75,187.5,140.63,Government/Municipality
3604,State Library,M365 Migration Project,2023-02-16 00:00:00,Support and Assistance,EA,1,187.5,187.5,Government/Municipality
3605,State Transportation,Azure Data Pipeline,2023-01-02 00:00:00,PM,BG,2,150,300,Government/Municipality
3606,State Transportation,Azure Data Pipeline,2023-01-06 00:00:00,PM,BG,1,150,150,Government/Municipality
3607,State Transportation,Azure Data Pipeline,2023-01-09 00:00:00,PM,BG,2,150,300,Government/Municipality
3608,State Transportation,Azure Data Pipeline,2023-01-09 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3609,State Transportation,Azure Data Pipeline,2023-01-10 00:00:00,Data Management Consultant,Contractor,0.75,187.5,140.63,Government/Municipality
3610,State Transportation,Azure Data Pipeline,2023-01-11 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3611,State Transportation,Azure Data Pipeline,2023-01-12 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3612,State Transportation,Azure Data Pipeline,2023-01-13 00:00:00,PM,BG,1,150,150,Government/Municipality
3613,State Transportation,Azure Data Pipeline,2023-01-13 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3614,State Transportation,Azure Data Pipeline,2023-01-16 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3615,State Transportation,Azure Data Pipeline,2023-01-18 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3616,State Transportation,Azure Data Pipeline,2023-01-19 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3617,State Transportation,Azure Data Pipeline,2023-01-20 00:00:00,PM,BG,1,150,150,Government/Municipality
3618,State Transportation,Azure Data Pipeline,2023-01-20 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3619,State Transportation,Azure Data Pipeline,2023-01-21 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3620,State Transportation,Azure Data Pipeline,2023-01-22 00:00:00,Data Management Consultant,Contractor,8,187.5,1500,Government/Municipality
3621,State Transportation,Azure Data Pipeline,2023-01-23 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3622,State Transportation,Azure Data Pipeline,2023-01-24 00:00:00,PM,BG,1,150,150,Government/Municipality
3623,State Transportation,Azure Data Pipeline,2023-01-25 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3624,State Transportation,Azure Data Pipeline,2023-01-27 00:00:00,PM,BG,1,150,150,Government/Municipality
3625,State Transportation,Azure Data Pipeline,2023-01-27 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3626,State Transportation,Azure Data Pipeline,2023-01-30 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3627,State Transportation,Azure Data Pipeline,2023-01-31 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3628,State Transportation,Azure Data Pipeline,2023-02-01 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3629,State Transportation,Azure Data Pipeline,2023-02-03 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3630,State Transportation,Azure Data Pipeline,2023-02-09 00:00:00,PM,BG,2,150,300,Government/Municipality
3631,State Transportation,Azure Data Pipeline,2023-02-10 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3632,State Transportation,Azure Data Pipeline,2023-02-10 00:00:00,PM,BG,2,150,300,Government/Municipality
3633,State Transportation,Azure Data Pipeline,2023-02-15 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3634,State Transportation,Azure Data Pipeline,2023-02-16 00:00:00,PM,BG,1,150,150,Government/Municipality
3635,State Transportation,Azure Data Pipeline,2023-02-17 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3636,State Transportation,Azure Data Pipeline,2023-02-17 00:00:00,PM,BG,1,150,150,Government/Municipality
3637,State Transportation,Azure Data Pipeline,2023-02-21 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3638,State Transportation,Azure Data Pipeline,2023-02-24 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3639,State Transportation,Azure Data Pipeline,2023-02-24 00:00:00,PM,BG,2,150,300,Government/Municipality
3640,State Transportation,Azure Data Pipeline,2023-02-25 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3641,State Transportation,Azure Data Pipeline,2023-03-02 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3642,State Transportation,Azure Data Pipeline,2023-03-03 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3643,State Transportation,Azure Data Pipeline,2023-03-03 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3644,State Transportation,Azure Data Pipeline,2023-03-06 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3645,State Transportation,Azure Data Pipeline,2023-03-07 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3646,State Transportation,Azure Data Pipeline,2023-03-08 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3647,State Transportation,Azure Data Pipeline,2023-03-09 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3648,State Transportation,Azure Data Pipeline,2023-03-10 00:00:00,PM,BG,2,150,300,Government/Municipality
3649,State Transportation,Azure Data Pipeline,2023-03-10 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3650,State Transportation,Azure Data Pipeline,2023-03-12 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3651,State Transportation,Azure Data Pipeline,2023-03-13 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3652,State Transportation,Azure Data Pipeline,2023-03-14 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3653,State Transportation,Azure Data Pipeline,2023-03-15 00:00:00,PM,BG,1,150,150,Government/Municipality
3654,State Transportation,Azure Data Pipeline,2023-03-16 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3655,State Transportation,Azure Data Pipeline,2023-03-17 00:00:00,PM,BG,2.5,150,375,Government/Municipality
3656,State Transportation,Azure Data Pipeline,2023-03-17 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3657,State Transportation,Azure Data Pipeline,2023-03-21 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3658,State Transportation,Azure Data Pipeline,2023-03-24 00:00:00,PM,BG,2,150,300,Government/Municipality
3659,State Transportation,Azure Data Pipeline,2023-03-24 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3660,State Transportation,Azure Data Pipeline,2023-03-27 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3661,State Transportation,Azure Data Pipeline,2023-03-28 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3662,State Transportation,Azure Data Pipeline,2023-03-29 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3663,State Transportation,Azure Data Pipeline,2023-03-31 00:00:00,PM,BG,2,150,300,Government/Municipality
3664,State Transportation,Azure Data Pipeline,2023-03-31 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3665,State Transportation,Azure Data Pipeline,2023-04-03 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3666,State Transportation,Azure Data Pipeline,2023-04-07 00:00:00,PM,BG,2.5,150,375,Government/Municipality
3667,State Transportation,Azure Data Pipeline,2023-04-12 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3668,State Transportation,Azure Data Pipeline,2023-04-14 00:00:00,PM,BG,2,150,300,Government/Municipality
3669,State Transportation,Azure Data Pipeline,2023-04-14 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3670,State Transportation,Azure Data Pipeline,2023-04-17 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3671,State Transportation,Azure Data Pipeline,2023-04-18 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3672,State Transportation,Azure Data Pipeline,2023-04-19 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3673,State Transportation,Azure Data Pipeline,2023-04-21 00:00:00,PM,BG,2,150,300,Government/Municipality
3674,State Transportation,Azure Data Pipeline,2023-04-21 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3675,State Transportation,Azure Data Pipeline,2023-04-22 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3676,State Transportation,Azure Data Pipeline,2023-04-23 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3677,State Transportation,Azure Data Pipeline,2023-04-24 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3678,State Transportation,Azure Data Pipeline,2023-04-25 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3679,State Transportation,Azure Data Pipeline,2023-04-26 00:00:00,PM,BG,1,150,150,Government/Municipality
3680,State Transportation,Azure Data Pipeline,2023-04-28 00:00:00,PM,BG,1,150,150,Government/Municipality
3681,State Transportation,Azure Data Pipeline,2023-04-28 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3682,State Transportation,Azure Data Pipeline,2023-05-03 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3683,State Transportation,Azure Data Pipeline,2023-05-04 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3684,State Transportation,Azure Data Pipeline,2023-05-05 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3685,State Transportation,Azure Data Pipeline,2023-05-05 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3686,State Transportation,Azure Data Pipeline,2023-05-09 00:00:00,Data Management Consultant,Contractor,6,187.5,1125,Government/Municipality
3687,State Transportation,Azure Data Pipeline,2023-05-12 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3688,State Transportation,Azure Data Pipeline,2023-05-12 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3689,State Transportation,Azure Data Pipeline,2023-05-13 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3690,State Transportation,Azure Data Pipeline,2023-05-14 00:00:00,Data Management Consultant,Contractor,5,187.5,937.5,Government/Municipality
3691,State Transportation,Azure Data Pipeline,2023-05-15 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3692,State Transportation,Azure Data Pipeline,2023-05-16 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3693,State Transportation,Azure Data Pipeline,2023-05-17 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3694,State Transportation,Azure Data Pipeline,2023-05-19 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3695,State Transportation,Azure Data Pipeline,2023-05-19 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3696,State Transportation,Azure Data Pipeline,2023-05-21 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3697,State Transportation,Azure Data Pipeline,2023-05-22 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3698,State Transportation,Azure Data Pipeline,2023-05-26 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3699,State Transportation,Azure Data Pipeline,2023-05-26 00:00:00,PM,BG,1.5,150,225,Government/Municipality
